0,2
1,2
2,1
3,1
4,2
5,1
6,0
7,0
8,0
9,0
10,1
11,1
12,1
13,1
14,0
15,5
16,5
17,5
18,3
19,3
20,3
21,3
22,3
23,3
24,5
25,5
26,5
27,5
28,5
29,0
30,0
31,0
32,5
33,5
34,0
35,0
36,5
37,5
38,5
39,5
40,3
41,3
42,3
43,5
44,3
45,3
46,3
47,3
48,3
49,5
50,0
51,1
52,0
53,0
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,2
70,2
71,2
72,1
73,1
74,1
75,1
76,0
77,0
78,1
79,1
80,0
81,0
82,1
83,0
84,0
85,0
86,5
87,3
88,3
89,3
90,3
91,3
92,3
93,3
94,4
95,4
96,4
97,4
98,3
99,3
100,3
101,3
102,5
103,5
104,5
105,5
106,5
107,5
108,3
109,3
110,5
111,5
112,5
113,0
114,0
115,0
116,0
117,5
118,0
119,0
120,0
121,0
122,0
123,0
124,5
125,0
126,0
127,5
128,5
129,5
130,5
131,0
132,0
133,5
134,0
135,0
136,5
137,5
138,5
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,1
157,0
158,5
159,5
160,5
161,5
162,3
163,3
164,3
165,3
166,3
167,4
168,3
169,3
170,5
171,0
172,1
173,1
174,0
175,1
176,1
177,1
178,1
179,1
180,1
181,0
182,0
183,0
184,5
185,3
186,3
187,4
188,4
189,4
190,4
191,4
192,3
193,3
194,3
195,3
196,0
197,5
198,5
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,1
207,1
208,0
209,5
210,0
211,0
212,0
213,0
214,0
215,0
216,1
217,1
218,1
219,0
220,0
221,5
222,3
223,5
224,5
225,5
226,3
227,3
228,3
229,3
230,3
231,3
232,3
233,5
234,5
235,5
236,3
237,3
238,3
239,3
240,5
241,5
242,5
243,5
244,5
245,0
246,1
247,1
248,1
249,1
250,1
251,1
252,2
253,2
254,1
255,1
256,1
257,1
258,1
259,1
260,1
261,1
262,1
263,1
264,1
265,0
266,0
267,5
268,3
269,3
270,3
271,3
272,4
273,4
274,4
275,4
276,4
277,3
278,5
279,0
280,1
281,1
282,2
283,2
284,2
285,2
286,2
287,2
288,2
289,2
290,2
291,1
292,1
293,1
294,1
295,0
296,0
297,1
298,1
299,1
300,0
301,1
302,1
303,1
304,1
305,2
306,1
307,2
308,2
309,2
310,2
311,2
312,2
313,1
314,1
315,1
316,0
317,0
318,5
319,5
320,5
321,3
322,3
323,3
324,3
325,5
326,5
327,0
328,5
329,5
330,5
331,5
332,5
333,3
334,3
335,3
336,3
337,5
338,0
339,0
340,0
341,0
342,0
343,1
344,1
345,0
346,0
347,5
348,0
349,0
350,5
351,5
352,5
353,5
354,0
355,5
356,5
357,5
358,5
359,3
360,3
361,5
362,5
363,5
364,5
365,5
366,5
367,0
368,0
369,0
370,5
371,5
372,0
373,1
374,1
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,5
385,0
386,5
387,5
388,3
389,3
390,5
391,3
392,4
393,4
394,4
395,4
396,4
397,4
398,4
399,3
400,3
401,3
402,5
403,0
404,0
405,1
406,1
407,1
408,1
409,0
410,0
411,0
412,0
413,1
414,0
415,0
416,0
417,0
418,1
419,2
420,2
421,1
422,1
423,1
424,1
425,1
426,0
427,0
428,1
429,0
430,0
431,0
432,1
433,1
434,0
435,0
436,0
437,0
438,5
439,5
440,5
441,3
442,3
443,3
444,3
445,3
446,3
447,3
448,3
449,3
450,4
451,4
452,4
453,3
454,3
455,3
456,3
457,5
458,5
459,0
460,1
461,2
462,2
463,1
464,1
465,2
466,2
467,2
468,2
469,2
470,1
471,1
472,1
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,5
481,5
482,5
483,5
484,5
485,5
486,5
487,5
488,5
489,5
490,5
491,5
492,5
493,5
494,0
495,5
496,5
497,5
498,3
499,3
500,5
501,3
502,3
503,4
504,4
505,4
506,3
507,3
508,3
509,3
510,5
511,0
512,0
513,0
514,0
515,0
516,5
517,5
518,5
519,3
520,3
521,5
522,5
523,5
524,5
525,0
526,0
527,5
528,0
529,0
530,5
531,5
532,5
533,5
534,5
535,5
536,5
537,3
538,3
539,3
540,3
541,3
542,5
543,5
544,0
545,0
546,0
547,1
